age;job;education;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
46;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
37;unemployed;university.degree;-0.1;93.2;-42;4.153;5195.8;no
47;services;basic.9y;1.4;94.465;-41.8;4.961;5228.1;yes
45;admin.;university.degree;1.4;93.444;-36.1;4.964;5228.1;yes
36;blue-collar;basic.6y;1.4;93.918;-42.7;4.962;5228.1;no
40;unemployed;high.school;1.4;93.918;-42.7;4.96;5228.1;no
38;blue-collar;basic.9y;-0.1;93.2;-42;4.153;5195.8;no
44;blue-collar;high.school;1.4;94.465;-41.8;4.961;5228.1;no
25;self-employed;university.degree;1.1;93.994;-36.4;4.857;5191;no
30;blue-collar;basic.6y;1.4;93.918;-42.7;4.961;5228.1;no
43;management;professional.course;-0.1;93.2;-42;4.153;5195.8;no
58;retired;basic.6y;1.1;93.994;-36.4;4.857;5191;no
31;technician;professional.course;1.1;93.994;-36.4;4.856;5191;no
53;management;university.degree;1.4;93.918;-42.7;4.961;5228.1;no
52;admin.;unknown;1.4;93.444;-36.1;4.968;5228.1;no
37;management;university.degree;-1.8;93.075;-47.1;1.405;5099.1;no
58;admin.;high.school;1.4;93.918;-42.7;4.961;5228.1;no
37;services;high.school;-1.8;92.893;-46.2;1.266;5099.1;no
38;admin.;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
33;services;basic.9y;-1.8;93.075;-47.1;1.41;5099.1;no
45;services;high.school;-1.8;92.893;-46.2;1.25;5099.1;no
44;entrepreneur;professional.course;1.1;93.994;-36.4;4.858;5191;no
38;blue-collar;basic.6y;1.4;93.918;-42.7;4.966;5228.1;no
34;blue-collar;basic.9y;-1.7;94.055;-39.8;0.702;4991.6;no
47;management;university.degree;-2.9;92.469;-33.6;1.029;5076.2;no
59;admin.;university.degree;-2.9;92.469;-33.6;1.085;5076.2;no
51;blue-collar;basic.4y;1.4;93.444;-36.1;4.964;5228.1;no
31;blue-collar;basic.6y;1.4;94.465;-41.8;4.864;5228.1;no
56;management;university.degree;-0.1;93.2;-42;4.12;5195.8;no
39;admin.;university.degree;1.4;94.465;-41.8;4.961;5228.1;no
41;entrepreneur;university.degree;-0.1;93.2;-42;4.153;5195.8;yes
41;management;basic.6y;-0.1;93.2;-42;4.076;5195.8;no
53;services;high.school;1.1;93.994;-36.4;4.86;5191;no
35;blue-collar;high.school;1.4;93.918;-42.7;4.962;5228.1;no
58;retired;basic.9y;-1.8;92.893;-46.2;1.334;5099.1;no
25;self-employed;professional.course;1.4;94.465;-41.8;4.959;5228.1;no
35;blue-collar;basic.9y;-1.8;92.893;-46.2;1.344;5099.1;no
28;services;high.school;1.4;93.918;-42.7;4.963;5228.1;no
55;blue-collar;professional.course;-1.8;92.893;-46.2;1.25;5099.1;no
54;entrepreneur;basic.4y;1.1;93.994;-36.4;4.855;5191;no
45;technician;basic.9y;1.4;93.918;-42.7;4.962;5228.1;no
32;blue-collar;basic.9y;-1.8;93.075;-47.1;1.41;5099.1;no
50;admin.;basic.9y;1.4;93.444;-36.1;4.963;5228.1;no
75;retired;basic.4y;-1.8;93.075;-47.1;1.405;5099.1;yes
33;self-employed;unknown;1.1;93.994;-36.4;4.858;5191;no
29;management;university.degree;1.4;93.444;-36.1;4.967;5228.1;no
45;management;university.degree;-1.8;92.893;-46.2;1.327;5099.1;no
38;admin.;university.degree;-1.8;93.075;-47.1;1.392;5099.1;yes
24;services;professional.course;1.1;93.994;-36.4;4.858;5191;no
41;technician;professional.course;1.4;93.444;-36.1;4.963;5228.1;no
58;retired;high.school;-2.9;92.963;-40.8;1.262;5076.2;yes
34;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
34;admin.;university.degree;-1.1;94.767;-50.8;1.05;4963.6;no
37;technician;professional.course;1.1;93.994;-36.4;4.856;5191;no
53;blue-collar;basic.4y;1.4;94.465;-41.8;4.959;5228.1;yes
54;technician;professional.course;1.4;93.918;-42.7;4.961;5228.1;no
32;technician;professional.course;-0.1;93.2;-42;4.153;5195.8;no
42;admin.;high.school;1.4;93.918;-42.7;4.962;5228.1;no
28;technician;professional.course;-2.9;92.201;-31.4;0.851;5076.2;yes
33;services;high.school;1.1;93.994;-36.4;4.864;5191;no
41;blue-collar;basic.9y;-1.8;93.075;-47.1;1.405;5099.1;no
31;services;high.school;-0.1;93.2;-42;4.076;5195.8;no
40;technician;basic.9y;1.1;93.994;-36.4;4.86;5191;no
53;unknown;basic.9y;-3.4;92.649;-30.1;0.716;5017.5;no
40;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
82;housemaid;basic.4y;-1.1;94.199;-37.5;0.877;4963.6;yes
28;blue-collar;basic.4y;1.4;93.918;-42.7;4.96;5228.1;no
30;admin.;high.school;-0.1;93.2;-42;4.12;5195.8;no
31;unemployed;university.degree;-1.7;94.215;-40.3;0.835;4991.6;yes
32;technician;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
54;blue-collar;basic.4y;1.4;93.444;-36.1;4.963;5228.1;no
31;blue-collar;basic.9y;1.4;93.918;-42.7;4.963;5228.1;no
50;services;unknown;1.4;93.444;-36.1;4.968;5228.1;no
47;technician;unknown;1.4;93.918;-42.7;4.961;5228.1;no
31;admin.;high.school;-1.8;92.893;-46.2;1.281;5099.1;no
32;unemployed;high.school;-0.1;93.2;-42;4.076;5195.8;no
46;admin.;high.school;-1.1;94.767;-50.8;1.048;4963.6;no
47;admin.;high.school;-1.8;92.893;-46.2;1.299;5099.1;no
32;admin.;high.school;-1.1;94.767;-50.8;1.048;4963.6;no
52;services;high.school;-0.1;93.2;-42;4.191;5195.8;no
45;admin.;high.school;-1.1;94.601;-49.5;1.029;4963.6;yes
32;admin.;university.degree;-1.8;92.893;-46.2;1.313;5099.1;no
71;blue-collar;basic.4y;-1.7;94.027;-38.3;0.904;4991.6;no
49;services;high.school;1.1;93.994;-36.4;4.855;5191;no
46;admin.;high.school;1.4;94.465;-41.8;4.864;5228.1;no
46;blue-collar;professional.course;-1.1;94.767;-50.8;1.028;4963.6;no
38;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
57;services;professional.course;1.4;93.444;-36.1;4.965;5228.1;no
41;services;high.school;-1.8;92.893;-46.2;1.299;5099.1;no
44;technician;professional.course;1.1;93.994;-36.4;4.864;5191;no
47;technician;university.degree;1.4;93.444;-36.1;4.964;5228.1;no
40;blue-collar;basic.9y;1.1;93.994;-36.4;4.858;5191;no
57;retired;professional.course;1.1;93.994;-36.4;4.857;5191;no
27;admin.;unknown;-1.8;93.369;-34.8;0.637;5008.7;yes
52;blue-collar;basic.9y;1.4;93.444;-36.1;4.966;5228.1;yes
34;management;university.degree;-2.9;92.963;-40.8;1.26;5076.2;no
42;entrepreneur;university.degree;1.1;93.994;-36.4;4.857;5191;no
51;technician;unknown;1.4;94.465;-41.8;4.959;5228.1;no
45;management;basic.4y;1.1;93.994;-36.4;4.855;5191;no
56;retired;high.school;-1.8;92.893;-46.2;1.244;5099.1;no
41;management;university.degree;-1.8;92.893;-46.2;1.327;5099.1;no
44;admin.;high.school;1.4;93.444;-36.1;4.964;5228.1;no
50;blue-collar;basic.6y;-1.8;92.893;-46.2;1.354;5099.1;yes
54;self-employed;high.school;1.4;93.444;-36.1;4.963;5228.1;no
51;blue-collar;basic.6y;1.4;93.444;-36.1;4.964;5228.1;no
30;blue-collar;basic.9y;-0.1;93.2;-42;4.12;5195.8;no
42;housemaid;basic.4y;1.4;94.465;-41.8;4.959;5228.1;no
41;technician;professional.course;1.4;94.465;-41.8;4.865;5228.1;no
47;services;basic.9y;-0.1;93.2;-42;4.153;5195.8;no
35;blue-collar;basic.6y;-1.8;93.075;-47.1;1.405;5099.1;no
58;blue-collar;basic.9y;-0.1;93.2;-42;4.153;5195.8;no
50;blue-collar;high.school;1.4;93.918;-42.7;4.96;5228.1;yes
41;technician;professional.course;1.1;93.994;-36.4;4.856;5191;no
38;technician;university.degree;-1.8;92.893;-46.2;1.334;5099.1;no
32;student;university.degree;-0.1;93.2;-42;4.076;5195.8;no
21;student;high.school;-2.9;92.201;-31.4;0.884;5076.2;no
46;admin.;basic.9y;1.1;93.994;-36.4;4.856;5191;no
42;self-employed;university.degree;-0.1;93.2;-42;4.021;5195.8;no
55;services;basic.9y;1.4;93.444;-36.1;4.964;5228.1;no
29;admin.;high.school;-1.1;94.767;-50.8;1.05;4963.6;no
30;blue-collar;basic.6y;1.4;94.465;-41.8;4.959;5228.1;no
53;management;basic.4y;-0.1;93.2;-42;4.12;5195.8;no
35;management;university.degree;-0.1;93.2;-42;4.12;5195.8;no
46;services;professional.course;1.1;93.994;-36.4;4.856;5191;no
30;blue-collar;unknown;1.1;93.994;-36.4;4.857;5191;no
43;entrepreneur;university.degree;1.4;93.918;-42.7;4.961;5228.1;no
42;services;high.school;1.4;93.918;-42.7;4.96;5228.1;no
32;technician;professional.course;1.4;93.918;-42.7;4.962;5228.1;no
41;blue-collar;basic.9y;-1.8;92.893;-46.2;1.313;5099.1;no
28;admin.;university.degree;-1.8;92.893;-46.2;1.291;5099.1;no
24;services;university.degree;1.4;93.918;-42.7;4.963;5228.1;no
43;management;university.degree;-1.8;93.075;-47.1;1.405;5099.1;no
30;admin.;university.degree;1.4;93.444;-36.1;4.97;5228.1;no
55;blue-collar;basic.9y;-0.1;93.2;-42;4.153;5195.8;no
51;retired;basic.9y;1.4;93.918;-42.7;4.959;5228.1;no
22;student;high.school;1.4;93.918;-42.7;4.957;5228.1;no
32;entrepreneur;university.degree;-0.1;93.2;-42;4.076;5195.8;no
43;admin.;professional.course;1.4;93.918;-42.7;4.968;5228.1;no
39;management;basic.6y;1.4;94.465;-41.8;4.865;5228.1;no
52;blue-collar;unknown;1.4;93.918;-42.7;4.961;5228.1;no
38;technician;professional.course;-1.8;92.893;-46.2;1.244;5099.1;no
59;retired;basic.4y;-1.8;93.075;-47.1;1.453;5099.1;no
31;blue-collar;basic.4y;1.1;93.994;-36.4;4.857;5191;no
76;retired;basic.4y;-3.4;92.649;-30.1;0.715;5017.5;yes
44;unknown;basic.9y;1.4;94.465;-41.8;4.96;5228.1;no
30;blue-collar;unknown;1.1;93.994;-36.4;4.864;5191;no
32;services;high.school;1.4;94.465;-41.8;4.959;5228.1;no
41;unemployed;unknown;1.4;94.465;-41.8;4.967;5228.1;no
33;admin.;university.degree;1.4;93.444;-36.1;4.963;5228.1;yes
59;retired;basic.4y;1.4;93.444;-36.1;4.963;5228.1;no
28;blue-collar;basic.9y;1.4;93.918;-42.7;4.96;5228.1;no
33;blue-collar;basic.6y;-1.8;92.893;-46.2;1.313;5099.1;no
53;services;high.school;1.4;93.444;-36.1;4.964;5228.1;no
41;services;high.school;-1.8;92.843;-50;1.778;5099.1;yes
55;unknown;basic.4y;1.4;93.918;-42.7;4.962;5228.1;no
45;blue-collar;basic.9y;1.1;93.994;-36.4;4.856;5191;no
35;technician;professional.course;1.4;93.918;-42.7;4.968;5228.1;no
31;services;high.school;1.4;93.918;-42.7;4.96;5228.1;no
53;management;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
35;technician;professional.course;-1.8;92.893;-46.2;1.327;5099.1;no
45;blue-collar;basic.6y;-1.8;92.893;-46.2;1.327;5099.1;no
34;housemaid;university.degree;1.4;94.465;-41.8;4.961;5228.1;no
42;admin.;basic.9y;-1.8;93.075;-47.1;1.405;5099.1;no
36;self-employed;basic.9y;-0.1;93.2;-42;4.076;5195.8;no
44;admin.;high.school;1.1;93.994;-36.4;4.856;5191;no
50;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
36;admin.;university.degree;-3.4;92.379;-29.8;0.773;5017.5;no
27;technician;professional.course;1.4;93.918;-42.7;4.963;5228.1;no
40;management;unknown;1.1;93.994;-36.4;4.859;5191;no
25;technician;university.degree;1.4;94.465;-41.8;4.96;5228.1;no
29;management;university.degree;1.4;93.444;-36.1;4.966;5228.1;no
44;admin.;high.school;1.1;93.994;-36.4;4.856;5191;no
57;blue-collar;unknown;1.1;93.994;-36.4;4.856;5191;no
30;admin.;high.school;1.4;93.918;-42.7;4.963;5228.1;no
37;self-employed;university.degree;1.4;93.444;-36.1;4.967;5228.1;no
57;technician;basic.9y;1.4;93.918;-42.7;4.961;5228.1;no
32;technician;professional.course;1.4;93.918;-42.7;4.963;5228.1;yes
54;admin.;professional.course;-1.1;94.767;-50.8;1.035;4963.6;yes
58;blue-collar;basic.9y;1.4;93.444;-36.1;4.97;5228.1;yes
29;admin.;university.degree;1.4;93.444;-36.1;4.963;5228.1;no
60;services;high.school;1.4;93.444;-36.1;4.966;5228.1;no
27;unemployed;university.degree;1.4;94.465;-41.8;4.864;5228.1;no
30;unemployed;high.school;1.4;93.918;-42.7;4.961;5228.1;no
42;blue-collar;basic.4y;1.1;93.994;-36.4;4.859;5191;no
48;housemaid;high.school;1.4;94.465;-41.8;4.864;5228.1;no
35;admin.;university.degree;1.4;93.444;-36.1;4.97;5228.1;no
46;blue-collar;basic.6y;1.1;93.994;-36.4;4.857;5191;no
57;retired;basic.4y;1.1;93.994;-36.4;4.857;5191;no
30;services;high.school;1.4;94.465;-41.8;4.865;5228.1;no
28;technician;high.school;-1.8;93.075;-47.1;1.41;5099.1;no
34;services;high.school;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;basic.4y;1.4;94.465;-41.8;4.958;5228.1;no
30;admin.;university.degree;-0.1;93.2;-42;4.153;5195.8;no
27;student;basic.9y;-1.7;94.027;-38.3;0.9;4991.6;no
23;entrepreneur;university.degree;1.4;93.444;-36.1;4.964;5228.1;no
43;blue-collar;basic.4y;1.1;93.994;-36.4;4.857;5191;no
59;management;basic.4y;1.1;93.994;-36.4;4.857;5191;no
31;self-employed;university.degree;-1.7;94.027;-38.3;0.898;4991.6;no
43;self-employed;basic.9y;1.1;93.994;-36.4;4.858;5191;no
52;technician;high.school;1.1;93.994;-36.4;4.857;5191;no
26;housemaid;high.school;1.4;93.918;-42.7;4.963;5228.1;no
24;blue-collar;basic.9y;1.1;93.994;-36.4;4.855;5191;no
35;blue-collar;basic.6y;-0.1;93.2;-42;4.076;5195.8;no
59;technician;professional.course;-1.7;94.055;-39.8;0.742;4991.6;yes
28;blue-collar;basic.6y;1.1;93.994;-36.4;4.855;5191;no
37;blue-collar;basic.9y;1.1;93.994;-36.4;4.857;5191;no
46;admin.;professional.course;-1.8;93.075;-47.1;1.405;5099.1;no
26;technician;university.degree;-1.7;94.215;-40.3;0.861;4991.6;yes
40;management;university.degree;1.4;93.444;-36.1;4.963;5228.1;no
56;blue-collar;basic.4y;1.4;93.918;-42.7;4.961;5228.1;no
40;management;university.degree;-1.8;92.893;-46.2;1.344;5099.1;no
29;admin.;university.degree;1.1;93.994;-36.4;4.859;5191;no
28;blue-collar;basic.9y;-1.8;92.893;-46.2;1.266;5099.1;no
48;technician;unknown;1.1;93.994;-36.4;4.86;5191;no
28;unemployed;university.degree;-1.8;92.893;-46.2;1.244;5099.1;no
33;technician;professional.course;1.1;93.994;-36.4;4.86;5191;no
56;entrepreneur;university.degree;1.4;94.465;-41.8;4.961;5228.1;no
57;retired;basic.9y;1.4;93.444;-36.1;4.965;5228.1;yes
24;admin.;high.school;1.4;93.918;-42.7;4.958;5228.1;no
39;self-employed;university.degree;1.1;93.994;-36.4;4.858;5191;no
40;blue-collar;unknown;1.1;93.994;-36.4;4.857;5191;no
54;blue-collar;unknown;1.4;94.465;-41.8;4.958;5228.1;no
25;admin.;university.degree;1.4;94.465;-41.8;4.864;5228.1;no
36;blue-collar;basic.9y;-1.8;92.893;-46.2;1.281;5099.1;yes
48;admin.;university.degree;-0.1;93.2;-42;4.12;5195.8;no
32;admin.;university.degree;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;university.degree;1.4;93.918;-42.7;4.963;5228.1;no
30;technician;university.degree;1.1;93.994;-36.4;4.858;5191;no
41;admin.;high.school;1.1;93.994;-36.4;4.857;5191;no
54;retired;basic.4y;1.4;93.918;-42.7;4.962;5228.1;no
29;admin.;university.degree;-1.8;93.369;-34.8;0.639;5008.7;yes
28;blue-collar;high.school;1.4;94.465;-41.8;4.865;5228.1;no
30;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
54;admin.;university.degree;1.1;93.994;-36.4;4.855;5191;no
33;entrepreneur;basic.9y;1.1;93.994;-36.4;4.857;5191;no
38;blue-collar;basic.9y;-1.8;92.893;-46.2;1.281;5099.1;no
46;housemaid;basic.6y;1.4;94.465;-41.8;4.864;5228.1;no
38;admin.;university.degree;1.4;94.465;-41.8;4.959;5228.1;no
38;services;high.school;1.4;93.918;-42.7;4.968;5228.1;no
33;blue-collar;high.school;1.1;93.994;-36.4;4.856;5191;no
25;admin.;university.degree;1.1;93.994;-36.4;4.864;5191;no
29;admin.;university.degree;-1.8;92.893;-46.2;1.25;5099.1;no
60;technician;professional.course;1.4;93.918;-42.7;4.961;5228.1;no
57;services;high.school;-1.8;92.893;-46.2;1.244;5099.1;no
36;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
54;admin.;university.degree;1.4;93.918;-42.7;4.968;5228.1;no
25;self-employed;university.degree;1.1;93.994;-36.4;4.856;5191;no
41;entrepreneur;university.degree;1.1;93.994;-36.4;4.856;5191;no
54;management;university.degree;-1.8;93.075;-47.1;1.405;5099.1;no
39;blue-collar;basic.6y;-1.8;92.893;-46.2;1.281;5099.1;no
55;entrepreneur;university.degree;-1.8;92.893;-46.2;1.313;5099.1;no
40;admin.;high.school;1.1;93.994;-36.4;4.857;5191;no
43;unemployed;university.degree;1.1;93.994;-36.4;4.857;5191;no
81;retired;basic.4y;-1.8;92.893;-46.2;1.354;5099.1;yes
43;technician;professional.course;-1.8;92.893;-46.2;1.264;5099.1;no
34;admin.;high.school;-1.7;94.055;-39.8;0.704;4991.6;yes
42;technician;high.school;1.4;93.444;-36.1;4.968;5228.1;no
30;services;basic.6y;-0.1;93.2;-42;4.153;5195.8;no
24;services;basic.9y;1.4;94.465;-41.8;4.865;5228.1;no
51;unknown;unknown;1.4;93.444;-36.1;4.963;5228.1;no
42;blue-collar;basic.9y;-1.8;92.893;-46.2;1.344;5099.1;no
51;self-employed;basic.4y;1.1;93.994;-36.4;4.859;5191;no
38;blue-collar;high.school;1.4;93.918;-42.7;4.962;5228.1;no
45;blue-collar;basic.4y;1.4;93.444;-36.1;4.965;5228.1;no
51;admin.;university.degree;1.4;93.444;-36.1;4.963;5228.1;no
44;admin.;university.degree;1.1;93.994;-36.4;4.859;5191;no
52;technician;basic.9y;-0.1;93.2;-42;4.021;5195.8;no
49;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
49;technician;professional.course;1.1;93.994;-36.4;4.856;5191;no
52;unknown;basic.6y;1.1;93.994;-36.4;4.864;5191;no
32;entrepreneur;university.degree;-0.1;93.2;-42;4.076;5195.8;no
27;services;high.school;1.4;93.918;-42.7;4.963;5228.1;no
44;admin.;high.school;-1.8;92.893;-46.2;1.291;5099.1;no
33;admin.;university.degree;-1.8;92.893;-46.2;1.281;5099.1;no
30;services;basic.9y;1.4;93.918;-42.7;4.961;5228.1;no
32;admin.;university.degree;1.4;93.918;-42.7;4.958;5228.1;no
36;blue-collar;professional.course;1.4;94.465;-41.8;4.961;5228.1;no
49;unemployed;high.school;1.4;93.918;-42.7;4.963;5228.1;no
48;services;basic.4y;-1.8;92.893;-46.2;1.266;5099.1;no
48;technician;professional.course;1.4;93.444;-36.1;4.964;5228.1;yes
42;blue-collar;basic.4y;1.1;93.994;-36.4;4.857;5191;no
28;admin.;high.school;-1.8;92.893;-46.2;1.334;5099.1;no
52;management;university.degree;1.4;93.444;-36.1;4.968;5228.1;no
23;management;university.degree;1.4;93.918;-42.7;4.961;5228.1;no
36;blue-collar;basic.6y;1.1;93.994;-36.4;4.858;5191;no
43;admin.;university.degree;1.4;93.444;-36.1;4.966;5228.1;no
31;services;high.school;-1.8;92.893;-46.2;1.327;5099.1;no
49;unemployed;basic.4y;1.4;93.444;-36.1;4.964;5228.1;no
36;blue-collar;basic.9y;1.4;93.918;-42.7;4.962;5228.1;no
47;management;basic.4y;1.1;93.994;-36.4;4.855;5191;no
31;technician;professional.course;1.4;93.444;-36.1;4.963;5228.1;no
46;entrepreneur;professional.course;1.4;94.465;-41.8;4.961;5228.1;no
54;blue-collar;basic.9y;1.4;93.444;-36.1;4.966;5228.1;no
35;admin.;university.degree;-1.8;92.893;-46.2;1.27;5099.1;no
37;admin.;high.school;1.1;93.994;-36.4;4.86;5191;no
44;blue-collar;basic.9y;1.4;94.465;-41.8;4.865;5228.1;no
30;unemployed;high.school;-1.8;92.893;-46.2;1.354;5099.1;yes
33;admin.;high.school;1.4;93.918;-42.7;4.961;5228.1;no
57;services;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
39;admin.;unknown;1.1;93.994;-36.4;4.857;5191;no
43;unemployed;basic.4y;-1.8;92.893;-46.2;1.334;5099.1;no
32;services;high.school;1.1;93.994;-36.4;4.857;5191;no
29;technician;university.degree;-1.8;92.893;-46.2;1.244;5099.1;no
35;admin.;high.school;-1.8;92.893;-46.2;1.299;5099.1;no
47;admin.;high.school;-1.8;92.893;-46.2;1.27;5099.1;no
37;management;university.degree;-0.1;93.2;-42;4.076;5195.8;no
35;technician;university.degree;-1.8;93.075;-47.1;1.405;5099.1;no
37;self-employed;basic.9y;1.4;93.918;-42.7;4.963;5228.1;no
36;technician;high.school;1.4;93.444;-36.1;4.964;5228.1;no
50;admin.;basic.9y;1.4;93.444;-36.1;4.968;5228.1;no
30;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
33;blue-collar;basic.9y;1.4;93.918;-42.7;4.961;5228.1;no
